,Unnamed: 0,User ID,Name,Rank,Elo,Tier,Avatar,vstar,ended_time,axie_1,Axie 1 Class,Axie 1 Eyes Part ID,Axie 1 Ears Part ID,Axie 1 Horn Part ID,Axie 1 Back Part ID,Axie 1 Mouth Part ID,Axie 1 Tail Part ID,axie_2,Axie 2 Class,Axie 2 Eyes Part ID,Axie 2 Ears Part ID,Axie 2 Horn Part ID,Axie 2 Back Part ID,Axie 2 Mouth Part ID,Axie 2 Tail Part ID,axie_3,Axie 3 Class,Axie 3 Eyes Part ID,Axie 3 Ears Part ID,Axie 3 Horn Part ID,Axie 3 Back Part ID,Axie 3 Mouth Part ID,Axie 3 Tail Part ID,axie_1_rune,axie_2_rune,axie_3_rune,axie_1_eyes_charm,axie_1_mouth_charm,axie_1_ears_charm,axie_1_horn_charm,axie_1_back_charm,axie_1_tail_charm,axie_2_eyes_charm,axie_2_mouth_charm,axie_2_ears_charm,axie_2_horn_charm,axie_2_back_charm,axie_2_tail_charm,axie_3_eyes_charm,axie_3_mouth_charm,axie_3_ears_charm,axie_3_horn_charm,axie_3_back_charm,axie_3_tail_charm,Comp
198,198,1ed03d9e-db64-65ac-9a20-5cd1c6b94c86,GUAROS VE | IzaN./,199,Bear,1,easter_eggs;bronze_s3,1140,2023-07-27 03:43:34,11756431,mech,Topaz,Leafy,Bamboo Shoot,Pumpkin,Serious,Nimo,11802233,plant,Chubby,Leafy,Bamboo Shoot,Cupid,Lam,Nimo,11796120,beast,Topaz,Leafy,Bamboo Shoot,Buzz Buzz,Goda,Shrimp,rune_mech_2011_s5_nft,rune_neutral_offensive_1,rune_neutral_offensive_1,ecard_reptile_2011_s5_nft,ecard_neutral_1002,ecard_neutral_1003,ecard_neutral_1002,ecard_plant_2011_s5_nft,ecard_neutral_1010_s5,ecard_beast_2012_s5_nondec,ecard_neutral_1002,ecard_neutral_1003,ecard_neutral_1011_s5,ecard_neutral_1003,ecard_neutral_1001,ecard_neutral_1002,ecard_beast_buba_1,ecard_neutral_1003,ecard_neutral_1011_s5,ecard_neutral_1003,ecard_aquatic_2011_s5_nft,Topaz
199,199,1ed550e8-72f5-681a-8e1e-7bfa7da55be6,Taco | GCPH,200,Bear,1,s4_top1k;silver_s4,1140,2023-07-27 02:54:45,11799135,plant,Mavis,Leafy,Bamboo Shoot,Cupid,Serious,Shrimp,11799691,plant,Neo,Leafy,Bamboo Shoot,Hero,Serious,Cottontail,11798572,beast,Gero,Leafy,Bamboo Shoot,Buzz Buzz,Serious,Shrimp,rune_neutral_offensive_1,rune_neutral_offensive_1,rune_neutral_offensive_1,ecard_neutral_1010_s5,ecard_neutral_1002,ecard_neutral_1003,ecard_neutral_1002,ecard_bird_2012_s5_nft,ecard_neutral_1001,ecard_bug_2011_s5_nft,ecard_neutral_2011_s5_nft,ecard_neutral_1003,ecard_neutral_1011_s5,ecard_beast_2011_s5_nondec,ecard_neutral_1001,ecard_aquatic_2011_s5_nft,ecard_neutral_1011_s5,ecard_neutral_1012_s5,ecard_plant_2013_s5_nft,ecard_neutral_1001,ecard_aquatic_2011_s5_nft,Leafy
200,200,1ec9eb6f-a098-62ad-a60c-30b208d0f5f1,GUIDELESS | JoyBoy | GCPH,201,Bear,1,buba_joker;0,1140,2023-07-27 02:55:52,11231247,plant,Papi,Lotus,Cactus,Sandal,Serious,Cattail,17,plant,Little Peas,Leafy,Beech,Buzz Buzz,Humorless,Fish Snack,7,aquatic,Sleepless,Nut Cracker,Trump,Snail Shell,Lam,Fire Ant,rune_neutral_utility_1,rune_bug_2010_s5_nft,rune_reptile_venoki_1,ecard_neutral_1005,ecard_plant_2013_s5_nft,ecard_neutral_2013_s5_nft,ecard_plant_2013_s5_nft,ecard_bug_2012_s5_nft,ecard_plant_2012_s5_nft,ecard_neutral_1005,ecard_neutral_1013_s5,ecard_bug_pomodoro_1,ecard_neutral_1004,ecard_neutral_1002,ecard_bug_2011_s5_nft,ecard_neutral_1001,ecard_reptile_venoki_1,ecard_neutral_1001,ecard_reptile_venoki_1,ecard_plant_2012_s5_nft,ecard_bug_2011_s5_nft,Sustain
201,201,1ed15cf4-767e-6f91-abdb-c21da866ac5e,lalola,202,Bear,1,s4_top1k;silver_s4,1140,2023-07-27 03:24:47,11797750,plant,Papi,Leafy,Bamboo Shoot,Garish Worm,Square Teeth,Tiny Dino,11794004,beast,Little Peas,Leafy,Bamboo Shoot,Hero,Confident,Cottontail,11785670,beast,Puppy,Leafy,Bamboo Shoot,Buzz Buzz,Piranha,Shrimp,rune_plant_2010_s5_nft,rune_beast_2010_s5_nft,rune_neutral_1011_s5,ecard_neutral_2020_s5_nft,ecard_bug_2013_s5_nft,ecard_neutral_1001,ecard_plant_ena_1,ecard_bug_2012_s5_nondec,ecard_reptile_2011_s5_nft,ecard_beast_buba_1,ecard_neutral_2020_s5_nft,ecard_neutral_1003,ecard_plant_2011_s5_nft,ecard_beast_buba_1,ecard_neutral_1005,ecard_neutral_2014_s5_nft,ecard_aquatic_2013_s5_nft,ecard_neutral_2012_s5_nft,ecard_plant_ena_1,ecard_neutral_1003,ecard_neutral_1011_s5,Leafy
202,202,1ed343d0-4d9d-6c14-9110-6fefe1ecc723, Xands Gaming | YGG,203,Bear,1,tournament_atia;silver_s4,1140,2023-07-26 17:53:34,11787776,bug,Clear,Leafy,Bamboo Shoot,Hero,Herbivore,Hare,11793328,beast,Clear,Leafy,Bamboo Shoot,Ronin,Serious,Cottontail,11792594,aquatic,Clear,Leafy,Bamboo Shoot,Garish Worm,Square Teeth,Shrimp,rune_bug_2011_s5_nft,rune_neutral_offensive_1,rune_neutral_offensive_1,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_1001,ecard_beast_2013_s5_nft,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_1012_s5,ecard_plant_ena_1,ecard_beast_2013_s5_nft,ecard_neutral_2017_s5_nft,ecard_aquatic_puffy_1,ecard_neutral_1002,ecard_plant_2011_s5_nft,ecard_neutral_1010_s5,ecard_bug_2013_s5_nft,ecard_aquatic_2011_s5_nft,Leafy
203,203,1ec9eb6f-81f2-691f-a60c-208578423e65,Alexander Q.,204,Bear,1,1;bronze_s4,1140,2023-07-27 03:38:48,11715159,plant,Confused,Rosa,Scaly Spoon,Mint,Peace Maker,Hot Butt,174497,plant,Robin,Rosa,Scaly Spoon,Hermit,Herbivore,Hot Butt,9224583,plant,Papi,Rosa,Cactus,Bidens,Herbivore,Hot Butt,rune_plant_olek_1,rune_plant_2010_s5_nft,rune_plant_ena_1,ecard_plant_2012_s5_nft,ecard_neutral_2018_s5,ecard_neutral_1010_s5,ecard_reptile_2011_s5_nondec,ecard_neutral_2013_s5,ecard_plant_olek_1,ecard_neutral_1001,ecard_plant_2011_s5_nft,ecard_plant_2011_s5_nft,ecard_reptile_2011_s5_nft,ecard_neutral_1001,ecard_plant_ena_1,ecard_neutral_1014_s5,ecard_neutral_1001,ecard_plant_2013_s5_nft,ecard_neutral_1001,ecard_plant_olek_1,ecard_plant_ena_1,Hot Butt
204,204,1ec9eb6f-9ef3-6a7a-a60c-aec2951484b7,Aldwende | Better Call Stark,205,Bear,1,0;0,1140,2023-07-26 20:14:09,11806151,plant,Papi,Leafy,Bamboo Shoot,Buzz Buzz,Serious,Cottontail,11787814,mech,Clear,Leafy,Bamboo Shoot,Bidens,Square Teeth,Ant,11802626,aquatic,Blossom,Leafy,Bamboo Shoot,Ronin,Lam,Swallow,rune_plant_2010_s5_nft,rune_mech_2011_s5_nft,rune_aquatic_2010_s5_nft,ecard_neutral_1001,ecard_plant_2011_s5_nft,ecard_plant_2013_s5_nft,ecard_plant_2013_s5_nft,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_2018_s5_nft,ecard_plant_2013_s5_nft,ecard_plant_2013_s5_nft,ecard_neutral_2017_s5_nft,ecard_neutral_2013_s5_nft,ecard_plant_2011_s5_nft,ecard_neutral_1002,ecard_neutral_1012_s5,ecard_neutral_1011_s5,ecard_beast_2011_s5_nft,ecard_neutral_1002,Leafy
205,205,1ec9eb7b-27db-685f-a60c-07f219f93432,C0nstant.g,206,Bear,1,theorycrafter_s2;bandila_celebration,1140,2023-07-26 18:53:55,11550297,plant,Gecko,Pogona,Cactus,Ronin,Confident,Shiba,11731931,beast,Little Peas,Innocent Lamb,Dual Blade,Hero,Confident,Cottontail,11616827,beast,Little Peas,Seaslug,Little Branch,Ronin,Axie Kiss,Shrimp,rune_neutral_1010_s5,rune_beast_2011_s5_nft,rune_beast_2010_s5_nft,ecard_reptile_2011_s5_nft,ecard_neutral_1001,ecard_neutral_1001,ecard_plant_2011_s5_nft,ecard_neutral_1002,ecard_neutral_1010_s5,ecard_neutral_1002,ecard_beast_tripp_1,ecard_beast_tripp_1,ecard_neutral_1002,ecard_neutral_1002,ecard_neutral_1001,ecard_beast_buba_1,ecard_beast_2011_s5_nft,ecard_aquatic_2011_s5_nft,ecard_beast_buba_1,ecard_beast_2011_s5_nft,ecard_aquatic_2011_s5_nft,Beast Aggro
206,206,1ec9eb6f-6735-6de6-a60c-6b3a9cfe88d4,kram0829|Guildless Gamers,207,Bear,1,s4_top1k;silver_s4,1140,2023-07-27 03:38:51,11784458,plant,Gecko,Small Frill,Dual Blade,Green Thorns,Tiny Turtle,Yam,11788015,reptile,Gecko,Small Frill,Dual Blade,Green Thorns,Tiny Turtle,Cottontail,11795946,reptile,Chubby,Small Frill,Dual Blade,Green Thorns,Tiny Turtle,Iguana,rune_neutral_utility_1,rune_reptile_2011_s5_nft,rune_reptile_venoki_1,ecard_reptile_2011_s5_nft,ecard_reptile_2013_s5_nft,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_2010_s5_nft,ecard_plant_2011_s5_nft,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_2018_s5_nft,ecard_reptile_venoki_1,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_1010_s5,ecard_beast_2011_s5_nft,ecard_reptile_venoki_1,ecard_reptile_2013_s5_nft,Poison
207,207,1ec9eb6f-6056-68d4-a60c-9b0b2841dcfb,MoonTree,208,Bear,1,puffy_vday23;silver_s2,1140,2023-07-27 02:39:14,11790619,plant,Gecko,Small Frill,Watermelon,Green Thorns,Tiny Turtle,Potato Leaf,7,aquatic,Sleepless,Nut Cracker,Trump,Snail Shell,Lam,Fire Ant,11807091,reptile,Gecko,Small Frill,Watermelon,Green Thorns,Tiny Turtle,Potato Leaf,rune_plant_olek_1,rune_reptile_2010_s5_nft,rune_reptile_2011_s5_nondec,ecard_neutral_1001,ecard_neutral_2018_s5_nft,ecard_reptile_venoki_1,ecard_neutral_1010_s5,ecard_neutral_1010_s5,ecard_plant_2013_s5_nft,ecard_neutral_1001,ecard_neutral_1010_s5,ecard_reptile_venoki_1,ecard_neutral_1001,ecard_plant_2012_s5_nft,ecard_neutral_1001,ecard_reptile_2011_s5_nft,ecard_neutral_2018_s5_nft,ecard_reptile_2011_s5_nft,ecard_neutral_1010_s5,ecard_neutral_2014_s5_nft,ecard_plant_olek_1,Poison
208,208,1ed36298-5943-6c92-995f-516574fd3294,David Ledger :O,209,Bear,1,8;iron_s1,1140,2023-07-27 02:42:13,11636795,bird,Robin,Innocent Lamb,Feather Spear,Raven,Confident,Cloud,11711331,aquatic,Little Owl,Owl,Feather Spear,Tri Feather,Little Owl,Feather Fan,11805229,plant,Clear,Innocent Lamb,Bamboo Shoot,Mint,Piranha,Cattail,rune_neutral_utility_1,rune_aquatic_puffy_1,rune_neutral_utility_1,ecard_neutral_1001,ecard_neutral_1014_s5,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_2019_s5_nft,ecard_neutral_1001,ecard_bird_momo_1,ecard_bird_2012_s5_nft,ecard_bird_2012_s5_nft,ecard_bird_2012_s5_nft,ecard_neutral_1012_s5,ecard_neutral_1003,ecard_aquatic_2013_s5_nft,ecard_neutral_2018_s5_nft,ecard_neutral_2010_s5_nft,ecard_neutral_1001,ecard_neutral_1004,ecard_plant_2012_s5_nft,Machine Gun Owl
209,209,1ec9eb6f-9e20-6ce7-a60c-02fa34b8b5ea,dark0222 | GCPH,210,Bear,1,filipino_flag;silver_s4,1140,2023-07-26 23:57:59,11645850,mech,Papi,Tassels,Scaly Spoon,Indian Star,Pincer,Pupae,10672483,plant,Confused,Lotus,Leaf Bug,Bidens,Serious,Cattail,11778131,mech,Tricky,Innocent Lamb,Leaf Bug,Indian Star,Silence Whisper,Hatsune,rune_mech_2010_s5_nft,rune_plant_ena_1,rune_mech_2011_s5_nft,ecard_neutral_1001,ecard_neutral_1013_s5,ecard_neutral_1001,ecard_neutral_1013_s5,ecard_neutral_1001,ecard_bug_2013_s5_nft,ecard_plant_2013_s5_nft,ecard_neutral_1001,ecard_plant_ena_1,ecard_neutral_1010_s5,ecard_plant_ena_1,ecard_neutral_2014_s5_nft,ecard_neutral_1001,ecard_plant_2011_s5_nft,ecard_neutral_1001,ecard_neutral_1001,ecard_reptile_2012_s5_nft,ecard_plant_2011_s5_nft,Sustain
210,210,1ecb9300-83fc-6cb6-a4fa-b4575544a314,GLORY HOLE /Maku guild ,211,Bear,1,buba_joker;iron_s2,1140,2023-07-27 03:39:34,11785115,plant,Little Peas,Leafy,Bamboo Shoot,Buzz Buzz,Cute Bunny,Shrimp,11792584,plant,Chubby,Leafy,Bamboo Shoot,Watering Can,Serious,Cottontail,11793142,beast,Little Peas,Leafy,Bamboo Shoot,Buzz Buzz,Confident,Shrimp,rune_neutral_offensive_1,rune_neutral_offensive_1,rune_neutral_offensive_1,ecard_neutral_1002,ecard_neutral_1011_s5,ecard_neutral_1012_s5,ecard_plant_ena_1,ecard_neutral_1003,ecard_aquatic_2011_s5_nft,ecard_neutral_1003,ecard_neutral_1002,ecard_neutral_1012_s5,ecard_neutral_1002,ecard_plant_2013_s5_nft,ecard_beast_buba_1,ecard_neutral_1002,ecard_beast_buba_1,ecard_neutral_1012_s5,ecard_plant_ena_1,ecard_neutral_1003,ecard_neutral_1002,Leafy
211,211,1ec9eb6f-4ca0-6ece-a60c-42a0b7dde463,Kiiru | GCPH | MissionOnly,212,Bear,1,seas_blue;shark,1140,2023-07-26 23:54:13,11751353,reptile,Confused,Leafy,Scaly Spear,Tri Spikes,Kotaro,Cottontail,5342458,dusk,Gecko,Seaslug,Rose Bud,Bidens,Kotaro,Hot Butt,7,aquatic,Sleepless,Nut Cracker,Trump,Snail Shell,Lam,Fire Ant,rune_reptile_2011_s5_nondec,rune_neutral_utility_1,rune_reptile_venoki_1,ecard_plant_2012_s5_nft,ecard_reptile_venoki_1,ecard_plant_2013_s5_nft,ecard_neutral_2016_s5_nondec,ecard_reptile_2013_s5_nft,ecard_neutral_1014_s5,ecard_neutral_2020_s5_nft,ecard_neutral_1012_s5,ecard_aquatic_2011_s5_nft,ecard_neutral_1001,ecard_plant_2012_s5_nft,ecard_neutral_1001,ecard_neutral_1010_s5,ecard_neutral_1001,ecard_neutral_1005,ecard_reptile_venoki_1,ecard_neutral_2017_s5_nft,ecard_bug_2011_s5_nft,Poison
212,212,1ec9eb7e-6e4b-623a-a60c-2d84849accc6,chichibu | GCPH,213,Bear,1,filipino_puffy;paschal_eggs,1130,2023-07-27 03:36:08,11802364,aquatic,Tricky,Nimo,Feather Spear,Pumpkin,Pincer,Nimo,11632846,aquatic,Telescope,Nimo,Bamboo Shoot,Sponge,Risky Fish,Nimo,4955260,aquatic,Clear,Bubblemaker,Bamboo Shoot,Sponge,Piranha,Nimo,rune_neutral_1012_s5,rune_neutral_2011_s5_nondec,rune_aquatic_puffy_1,ecard_reptile_2011_s5_nft,ecard_neutral_2017_s5_nft,ecard_neutral_2013_s5_nft,ecard_neutral_2010_s5_nft,ecard_plant_2011_s5_nft,ecard_neutral_1010_s5,ecard_neutral_1001,ecard_aquatic_2011_s5_nft,ecard_aquatic_2013_s5_nft,ecard_neutral_1011_s5,ecard_aquatic_puffy_1,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_2011_s5_nft,ecard_neutral_2013_s5_nft,ecard_neutral_2011_s5_nft,ecard_aquatic_puffy_1,ecard_neutral_1001,Bubble
213,213,1ec9eb6f-619e-6bdb-a60c-a4caa25b8375,Kuya Jiiee,214,Bear,1,filipino_flag;patrick23,1130,2023-07-27 03:43:41,11775644,bug,Gecko,Small Frill,Watermelon,Green Thorns,Tiny Turtle,Potato Leaf,11744307,plant,Gecko,Small Frill,Scaly Spoon,Green Thorns,Tiny Turtle,Cottontail,11744246,reptile,Gecko,Small Frill,Watermelon,Green Thorns,Tiny Turtle,Potato Leaf,rune_bug_2011_s5_nft,rune_plant_2010_s5_nft,rune_neutral_1010_s5,ecard_neutral_1001,ecard_reptile_2013_s5_nft,ecard_neutral_2017_s5_nft,ecard_neutral_1001,ecard_neutral_1001,ecard_plant_2011_s5_nft,ecard_neutral_1010_s5,ecard_reptile_2013_s5_nft,ecard_neutral_2017_s5_nft,ecard_neutral_1001,ecard_neutral_2017_s5_nft,ecard_neutral_1001,ecard_neutral_1001,ecard_reptile_2013_s5_nft,ecard_reptile_venoki_1,ecard_neutral_1001,ecard_reptile_venoki_1,ecard_neutral_1001,Poison
214,214,1ec9eb6f-6258-6da8-a60c-142276350bcc,DUMA™ | AXF BR,215,Bear,1,8;bronze_s2,1130,2023-07-27 03:10:18,11786485,dusk,Papi,Inkling,Parasite,Garish Worm,Doubletalk,Tadpole,11762541,dusk,Neo,Inkling,Babylonia,Raven,Doubletalk,Cottontail,11786838,dusk,Papi,Inkling,Parasite,Bidens,Doubletalk,Tadpole,rune_neutral_utility_1,rune_neutral_offensive_1,rune_neutral_utility_1,ecard_plant_2011_s5_nft,ecard_neutral_2012_s5_nft,ecard_neutral_1011_s5,ecard_bug_2012_s5_nft,ecard_bug_2012_s5_nft,ecard_aquatic_2013_s5_nft,ecard_bug_2011_s5_nft,ecard_bird_2013_s5_nft,ecard_aquatic_2011_s5_nft,ecard_aquatic_2011_s5_nft,ecard_bird_2011_s5_nft,ecard_neutral_2014_s5_nft,ecard_neutral_2017_s5_nft,ecard_bird_2012_s5_nft,ecard_neutral_2011_s5_nft,ecard_bug_2012_s5_nondec,ecard_plant_ena_1,ecard_aquatic_2013_s5_nft,Jinx
215,215,1ec9eb7e-3303-6058-a60c-9c591300b8d2,Willtarkus,216,Bear,1,,1130,2023-07-26 23:35:03,11792805,bug,Clear,Leafy,Bamboo Shoot,Bidens,Axie Kiss,Cottontail,11790833,beast,Little Peas,Leafy,Bamboo Shoot,Ronin,Nut Cracker,Shrimp,11606301,plant,Papi,Leafy,Bamboo Shoot,Mint,Serious,Cattail,rune_bug_2011_s5_nft,rune_beast_2011_s5_nft,rune_neutral_utility_1,ecard_neutral_1001,ecard_neutral_1002,ecard_neutral_1003,ecard_plant_2011_s5_nft,ecard_plant_2013_s5_nft,ecard_neutral_1001,ecard_beast_2011_s5_nft,ecard_neutral_1002,ecard_neutral_1003,ecard_neutral_1002,ecard_beast_2011_s5_nft,ecard_aquatic_2011_s5_nft,ecard_plant_2012_s5_nondec,ecard_plant_2013_s5_nft,ecard_neutral_1003,ecard_plant_ena_1,ecard_plant_0001,ecard_plant_2012_s5_nft,Leafy
216,216,1ec9eb7e-55d3-6df1-a60c-022eca46314a,.....,217,Bear,1,filipino_flag;0,1130,2023-07-27 03:41:39,11783723,plant,Papi,Leafy,Bamboo Shoot,Buzz Buzz,Piranha,Shrimp,11787029,beast,Chubby,Leafy,Bamboo Shoot,Buzz Buzz,Confident,Cottontail,11780829,beast,Chubby,Leafy,Bamboo Shoot,Hero,Piranha,Shrimp,rune_neutral_utility_1,rune_beast_buba_1,rune_neutral_offensive_1,ecard_plant_2012_s5_nondec,ecard_neutral_1001,ecard_plant_2011_s5_nft,ecard_plant_2013_s5_nft,ecard_neutral_1003,ecard_neutral_1001,ecard_neutral_1003,ecard_beast_buba_1,ecard_neutral_1003,ecard_plant_2013_s5_nft,ecard_neutral_1003,ecard_neutral_1005,ecard_beast_2012_s5_nft,ecard_neutral_1011_s5,ecard_neutral_1012_s5,ecard_neutral_1011_s5,ecard_beast_buba_1,ecard_neutral_1002,Leafy
217,217,1eca712e-25a8-633a-9f4c-6b7d36122733,Jayem |Guildless Gamers | GCPH,218,Bear,1,buba_joker;bandila_celebration,1130,2023-07-27 00:27:08,11789367,plant,Papi,Leafy,Bamboo Shoot,Bidens,Little Owl,Cattail,11788253,beast,Bookworm,Leafy,Bamboo Shoot,Hero,Hungry Bird,Cottontail,11798285,beast,Puppy,Leafy,Bamboo Shoot,Buzz Buzz,Square Teeth,Shrimp,rune_plant_olek_1,rune_beast_2011_s5_nft,rune_neutral_offensive_1,ecard_neutral_1010_s5,ecard_neutral_1001,ecard_plant_2011_s5_nft,ecard_plant_2013_s5_nft,ecard_plant_olek_1,ecard_plant_olek_1,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_1002,ecard_beast_2011_s5_nft,ecard_neutral_2020_s5_nft,ecard_neutral_2020_s5_nondec,ecard_bug_2012_s5_nft,ecard_plant_2013_s5_nft,ecard_neutral_1011_s5,ecard_neutral_2012_s5_nft,ecard_aquatic_2011_s5_nft,Leafy
218,218,1ec9eb6f-58d3-6a6f-a60c-e8684f745dca,ISAGI,219,Bear,1,s3_top20k;silver_s4,1130,2023-07-27 01:22:13,11790558,plant,Topaz,Leafy,Bamboo Shoot,Garish Worm,Serious,Yam,11796599,plant,Kotaro?,Leafy,Bamboo Shoot,Buzz Buzz,Risky Fish,Shrimp,11783366,beast,Kotaro?,Leafy,Bamboo Shoot,Ronin,Axie Kiss,Granma's Fan,rune_neutral_1011_s5,rune_neutral_1011_s5,rune_beast_2010_s5_nondec,ecard_neutral_1001,ecard_neutral_1011_s5,ecard_neutral_2012_s5,ecard_plant_2011_s5_nft,ecard_neutral_2011_s5_nondec,ecard_plant_2011_s5_nft,ecard_neutral_1002,ecard_neutral_1002,ecard_neutral_1012_s5,ecard_plant_ena_1,ecard_bug_2013_s5_nft,ecard_aquatic_2011_s5_nft,ecard_bug_2012_s5_nft,ecard_beast_buba_1,ecard_neutral_1012_s5,ecard_plant_ena_1,ecard_neutral_1011_s5,ecard_bird_2012_s5_nft,Leafy
219,219,1ec9eb6f-5728-6a85-a60c-42d2d84c8f0d,Rensoconese,220,Bear,1,s3_top20k;silver_s3,1130,2023-07-27 03:40:46,11799520,bird,Chubby,Leafy,Bamboo Shoot,Buzz Buzz,Mosquito,Shrimp,11805732,bird,Papi,Leafy,Bamboo Shoot,Buzz Buzz,Mosquito,Cottontail,11789495,bird,Papi,Leafy,Bamboo Shoot,Buzz Buzz,Piranha,Shrimp,rune_bird_2010_s5_nft,rune_bird_2010_s5_nft,rune_bird_2010_s5_nft,ecard_beast_2012_s5_nft,ecard_bug_2012_s5_nft,ecard_neutral_1012_s5,ecard_neutral_1011_s5,ecard_bug_2013_s5_nft,ecard_neutral_1002,ecard_plant_2012_s5_nft,ecard_bug_2012_s5_nft,ecard_neutral_1012_s5,ecard_plant_2011_s5_nft,ecard_neutral_1012_s5,ecard_neutral_1014_s5,ecard_neutral_2010_s5_nondec,ecard_neutral_2010_s5_nft,ecard_plant_ena_1,ecard_neutral_1010_s5,ecard_neutral_1010_s5,ecard_neutral_1001,Leafy
220,220,1ec9eb6f-52bf-66d9-a60c-aec305962818,SonLe | Huru | DDS,221,Bear,1,14;vday23,1130,2023-07-27 02:59:51,11782148,bug,Neo,Innocent Lamb,Bumpy,Timber,Square Teeth,Nimo,11769546,aquatic,Topaz,Innocent Lamb,Teal Shell,Timber,Square Teeth,Nimo,11794793,beast,Topaz,Innocent Lamb,Bumpy,Blue Moon,Square Teeth,Nimo,rune_bug_2011_s5_nft,rune_neutral_2010_s5_nft,rune_beast_2010_s5_nft,ecard_bug_2013_s5_nft,ecard_bug_2013_s5_nft,ecard_neutral_1001,ecard_reptile_2011_s5_nft,ecard_neutral_1001,ecard_neutral_1001,ecard_reptile_2011_s5_nft,ecard_bug_2012_s5_nft,ecard_beast_tripp_1,ecard_aquatic_puffy_1,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_1002,ecard_bug_2012_s5_nft,ecard_beast_tripp_1,ecard_neutral_1001,ecard_neutral_2011_s5_nft,ecard_aquatic_2013_s5_nft,Topaz
221,221,1ec9eb6f-554f-6504-a60c-d4e0015b51c2,Yamato | GCPH,222,Bear,1,,1130,2023-07-27 03:38:45,11793563,plant,Clear,Leafy,Bamboo Shoot,Scarab,Piranha,Cattail,11800674,bug,Nerdy,Leafy,Bamboo Shoot,Hero,Kotaro,Cottontail,11793172,plant,Gero,Leafy,Bamboo Shoot,Ronin,Piranha,Shrimp,rune_neutral_1011_s5,rune_neutral_offensive_1,rune_neutral_offensive_1,ecard_neutral_1001,ecard_neutral_1010_s5,ecard_neutral_1010_s5,ecard_neutral_1010_s5,ecard_neutral_1010_s5,ecard_neutral_1014_s5,ecard_neutral_1001,ecard_neutral_1012_s5,ecard_neutral_1012_s5,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_2020_s5,ecard_neutral_1002,ecard_neutral_1002,ecard_neutral_1003,ecard_neutral_1002,ecard_neutral_1002,ecard_neutral_1011_s5,Leafy
222,222,1ec9eb6f-9de6-6c41-a60c-ba566ce16cfe,Ghops,223,Bear,1,patrick23_beer;gold_s1,1130,2023-07-27 03:42:34,11698763,bug,Clear,Innocent Lamb,Feather Spear,Goldfish,Risky Fish,Cottontail,11678112,aquatic,Little Owl,Owl,Feather Spear,Tri Feather,Little Owl,Feather Fan,11800017,plant,Lucas,Innocent Lamb,Bamboo Shoot,Bidens,Serious,Cattail,rune_neutral_utility_1,rune_aquatic_puffy_1,rune_neutral_1010_s5,ecard_neutral_1001,ecard_aquatic_2011_s5_nft,ecard_neutral_1001,ecard_neutral_1001,ecard_aquatic_puffy_1,ecard_neutral_1014_s5,ecard_bird_2012_s5_nft,ecard_bird_2012_s5_nft,ecard_bird_2012_s5_nft,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_1001,ecard_plant_2011_s5_nft,ecard_neutral_1001,ecard_neutral_1010_s5,ecard_plant_2011_s5_nft,ecard_plant_2011_s5_nft,Machine Gun Owl
223,223,1ec9eb6f-6c01-617d-a60c-f9f2d350a8c5,Emichimue16,224,Bear,1,s4_top20k;bronze_s4,1130,2023-07-27 03:18:55,5470469,plant,Papi,Lotus,Cactus,Spiky Wing,Serious,Cattail,11772154,beast,Puppy,Pink Cheek,Dual Blade,Hero,Confident,Cottontail,373800,beast,Little Peas,Nut Cracker,Imp,Ronin,Nut Cracker,Nut Cracker,rune_plant_2010_s5_nondec,rune_beast_tripp_1,rune_beast_buba_1,ecard_neutral_1010_s5,ecard_neutral_1010_s5,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_1001,,ecard_neutral_1014_s5,ecard_beast_tripp_1,ecard_neutral_1010_s5,ecard_neutral_1010_s5,ecard_neutral_1010_s5,ecard_beast_tripp_1,ecard_neutral_1011_s5,ecard_beast_buba_1,ecard_beast_buba_1,ecard_neutral_1011_s5,ecard_beast_2013_s5_nondec,ecard_neutral_1011_s5,Beast Aggro
